RIAD_CODE	LEI	COUNTRY_OF_REGISTRATION	NAME	BOX	ADDRESS	POSTAL	CITY	CATEGORY	HEAD_COUNTRY_OF_REGISTRATION	HEAD_NAME	HEAD_RIAD_CODE	HEAD_LEI	REPORT
DE02349	529900Z9LN7U0GBF2S53	DE	VR Bank Ried-Überwald eG	Postfach 1	Nibelungenstraße 57	68642	Bürstadt	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02350	52990000BSH4E0SCC868	DE	Volksbank Butzbach eG	Postfach 1	Weiseler Straße 48	35510	Butzbach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02362	529900D8WKMEWASPLJ90	DE	Volksbank Weschnitztal eG		Rathausstraße 20	64668	Rimbach, Odenwald	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02363	52990040SI7BI0JREA66	DE	VR Bank Fulda eG		Rabanusstraße 36	36037	Fulda	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02365	5299000D7XXN5PC5AF93	DE	Spar-u.Kredit-Bank eG	Postfach 1	Steinweg 40	35285	Gemünden, Wohra	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02374	529900C0H5OM7TYSQK47	DE	Raiffeisenbank im Fuldaer Land eG	Postfach 1	Bahnhofstraße 2	36137	Großenlüder	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02378	529900XCEXDVMKHYLO06	DE	Volksbank Mainspitze eG	Postfach 1	Rudolf-Diesel-Straße 13	65462	Ginsheim-Gustavsburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02382	529900C4A6CDUR4NBP38	DE	Raiffeisenbank Werratal-Landeck eG	Postfach 1	Hauptstraße 31	36266	Heringen, Werra	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02383	529900UUOE5945O0IA86	DE	Volksbank Heuchelheim eG	Postfach 1	Jahnstraße 4-8	35452	Heuchelheim, Kr. Gießen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02384	529900JDNFGNWFDT0F88	DE	VR-Bank NordRhön eG	Postfach 1	Rathausberg 5	36088	Hünfeld	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02390	5299000M5HXDRIFSGM87	DE	Kurhessische Landbank eG	Postfach 1	Druseltalstraße 31	34131	Kassel, Hess	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02394	529900ADKUHJUOVJRK71	DE	Waldeck-Frankenberger Bank eG	Postfach 1	Professor-Bier-Straße 18	34497	Korbach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02403	529900TBT1Z4FKTX5T93	DE	Vereinigte Volksbank Raiffeisenbank eG		Darmstädter Straße 62	64354	Reinheim, Odenw	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02417	391200J4PA51SDPM1U90	DE	Landbank Horlofftal eingetragene Genossenschaft	Postfach 5	Bingenheimer Straße 36-38	61203	Reichelsheim, Wetterau	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02426	529900R1I4GVDN3WN882	DE	VR Bank Lahn-Dill eG		Hauptstraße 65	35683	Dillenburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02432	5299000AFYN2KIDKYP77	DE	Raiffeisenbank eG	Postfach 1	Europaplatz 1	34225	Baunatal	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02457	529900R600X5X54X0G26	DE	Evangelische Bank eG	Postfach 1	Ständeplatz 19	34117	Kassel, Hess	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02461	391200RUFBR7HPS3ZD54	DE	Vereinigte Volksbank eG Bramgau Osnabrück Wittlage	Postfach 4	An der Netter Heide 1	49074	Osnabrück	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02477	52990017UI2F0KP9E995	DE	Raiffeisenbank Wesermarsch-Süd eG	Postfach 1	Weserstraße 60	26919	Brake	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02479	529900IMTE2YBZF1VU88	DE	Volksbank im Elbe-Weser-Dreieck eG	Postfach 1	Hindenburgstraße 6-10	27616	Beverstedt	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02484	529900L0RPGVLK4HZ757	DE	Volksbank Börßum-Hornburg eG		Hauptstraße 82	38312	Börßum	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02487	529900FIX1PEU96ZE617	DE	Volksbank eG Bad Laer-Borgloh-Hilter-Melle	Postfach 1	Bielefelder Straße 16	49176	Hilter am Teutoburger Wald	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02495	529900JNZC8XGW2AW886	DE	VR-Bank in Südoldenburg eG		Hauptstraße 43	49681	Garrel	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02496	391200TCAVXR57UNJU39	DE	Volksbank im Wesertal eG	Postfach 1	Osterstraße 11	31863	Coppenbrügge	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02498	529900ZPVL47IVYJD518	DE	Volksbank Dammer Berge eG	Postfach 1	Mühlenstraße 8	49401	Damme, Dümmer	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02506	5299003PTBIXD4JWUL87	DE	Raiffeisen-Volksbank Fresena eG		Osterstraße 96	26506	Norden, Ostfriesl	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02507	529900FXF6F19TQ19Z36	DE	VR-Bank in Südniedersachsen eG	Postfach 1	Neue Straße 14 / 16	37603	Holzminden	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02510	5299005V8STLXZGFYG71	DE	Volksbank Uelzen-Salzwedel eG		Gudesstraße 25	29525	Uelzen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02521	5299008BPUFPGBJAVR28	DE	Volksbank eG Emstek Essen Cappeln	Postfach 1	Am Markt 1	49692	Cappeln, Oldenburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02523	529900AYKDWWPPMU3H09	DE	Raiffeisenbank Flachsmeer eG	Postfach 4	Pastor-Kersten-Straße 1	26810	Westoverledingen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02524	391200ZTFCDHOQ7F6P07	DE	Volksbank eG		Kirchstraße 10	26169	Friesoythe	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02525	52990041P1DQ40W2VL68	DE	Vereinigte Volksbank eG Ganderkesee-Hude-Bookholzberg-Lemwerder	Postfach 1	Auf der Nordheide 1	27798	Hude	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02539	391200MCU05BLMCYSE87	DE	Volksbank Düte-Ems eG	Postfach 1	Oeseder Straße 74	49124	Georgsmarienhütte	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02545	529900DHO96Z2SV07S52	DE	Volksbank Geest eG		Buxtehuder Straße 5	21641	Apensen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02547	529900D2IG80FW7R2H63	DE	Volksbank Haselünne eG	Postfach 1	Hasestraße 5-7	49740	Haselünne	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02567	5299009V81GRDCCWG236	DE	Volksbank Jade-Weser eG	Postfach 1	Bürgermeister-Heidenreich-Straße 5	26316	Varel, Jadebusen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02575	5299008CO6IFREMCTY71	DE	Volksbank Lastrup e.G.	Postfach 1	Schulstraße 3	49688	Lastrup, Kr. Cloppenburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02576	529900Z8NURZEOHKWK86	DE	Volksbank Emstal eG	Postfach 1	Hauptstraße 19	49762	Lathen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02582	529900J45TMRF0BU8V05	DE	Emsländische Volksbank eG	Postfach 2	Lookenstraße 18-20	49808	Lingen (Ems)	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02583	529900VMWVCF2Z2YMJ36	DE	Volksbank eG	Postfach 1	Tabbenstraße 20	49624	Löningen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02584	529900C43L4ZHDUDW754	DE	Volksbank eG Lohne-Dinklage-Steinfeld-Mühlen	Postfach 1	Marktstraße 36	49393	Lohne (Oldenburg)	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02596	39120000V0MYFQN1SO81	DE	Raiffeisenbank eG	Postfach 1	Rudolf-Eucken-Straße 20	26802	Moormerland	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02611	5299000OQOI6CXB4XL69	DE	Volksbank eG	Postfach 1	Marktstraße 1-5	27711	Osterholz-Scharmbeck	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02616	52990044CNI6TU104P97	DE	Raiffeisenbank Rastede eG	Postfach 1	Raiffeisenstraße 1	26180	Rastede	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02617	529900GZTFUU5FP9DX16	DE	Raiffeisen-Volksbank eG	Postfach 1	Marktplatz 24-27	26603	Aurich, Ostfriesland	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02621	5299002IH923QPXQON87	DE	Volksbank Süd-Emsland eG	Postfach 1	Hauptstraße 54	48480	Spelle	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02625	529900YKZWR2YF6CCR74	DE	Raiffeisenbank eG Scharrel	Postfach 3	Hauptstraße 266	26683	Saterland	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02643	529900K8AV0FBKQ9XA67	DE	Volksbank Solling eG	Postfach 1	Vor dem Tore 10	37181	Hardegsen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02645	529900S5P5N8SBXTZG56	DE	Volksbank Vechta eG	Postfach 1	Falkenrotter Straße 17	49377	Vechta	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02646	529900T5ON7PES0TL534	DE	Grafschafter Volksbank eG	Postfach 2	Bahnhofstraße 23	48529	Nordhorn	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02647	529900MP1GFULNQLG974	DE	Volksbank Visbek eG	Postfach 1	Hauptstraße 22	49429	Visbek, Kr. Vechta	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02658	529900CWI4OT4SMHQM23	DE	Hümmlinger Volksbank eG	Postfach 1	Hauptstraße 28	49757	Werlte	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02659	529900JGG5ZH6QS4X153	DE	Volksbank Westerstede eG		Peterstraße 19	26655	Westerstede	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02663	529900PQWC9LJU1ESB86	DE	Volksbank eG Oldenburg-Land Delmenhorst		Westerstraße 4	27793	Wildeshausen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02670	391200VJXA6IHJP0RC25	DE	Volksbank eG	Postfach 1	Burgstraße 1	37139	Adelebsen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02675	529900AX2EV46G6NJS92	DE	Spar- und Kreditbank eG		Bahnhofstraße 43	21714	Hammah, Niederelbe	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02694	5299008FMU1SJTXKE870	DE	Volksbank Bönen e.G.	Postfach 1	Bahnhofstraße 125	59199	Bönen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02695	5299008M5D5QGM9F2M17	DE	GENO BANK ESSEN eG	Postfach 1	Am Waldthausenpark 4	45127	Essen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02700	5299001470N0KBA1IN73	DE	Volksbank Ascheberg - Herbern eG	Postfach 1	Katharinenplatz 2	59387	Ascheberg, Westf	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02711	529900H4JD9LEALS6S16	DE	Bensberger Bank eG	Postfach 1	Schloßstraße 82	51429	Bergisch Gladbach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02712	529900HKH7RM4NL4MF34	DE	VR Bank eG Bergisch Gladbach-Leverkusen	Postfach 2	Hauptstraße 186	51465	Bergisch Gladbach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02714	529900KOAGQ8XJT62A47	DE	Volksbank Wittgenstein eG	Postfach 1	Poststraße 30a	57319	Bad Berleburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02719	52990051OUSIGVLQ2082	DE	Volksbank Baumberge eG		Lilienbeck 8	48727	Billerbeck, Westf.	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02720	529900306OMJF3XB1F61	DE	Volksbank Rhein-Lippe eG		Raiffeisenstraße 1	46562	Voerde	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02722	5299007I6FRVTRTABF45	DE	Volksbank Bocholt eG	Postfach 2	Meckenemstraße 10	46395	Bocholt	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02723	529900T19CBEQCAZXJ82	DE	Spar- und Darlehnskasse Bockum-Hövel e.G.	Postfach 4	Berliner Straße 25	59075	Hamm, Westfalen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02724	529900FVNS34ENY5A496	DE	Mendener Bank eG	Postfach 1	Heidestraße 80	58708	Menden (Sauerland)	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02740	529900SH7SAVJN3TFQ06	DE	Volksbank Niederrhein eG	Postfach 1	Lindenallee 11-13	46519	Alpen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02758	5299002YVPXVY1C71454	DE	Vereinte Volksbank eG	Postfach 1	Südwall 23-25	46282	Dorsten	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02765	529900BQ2Y2140F0IC48	DE	Volksbank Viersen e G	Postfach 1	Neumarkt 6-6a	41751	Viersen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02768	5299008F7LLV7TEYIT04	DE	Volksbank Düsseldorf Neuss eG	Postfach 1	Königsallee 98a	40215	Düsseldorf	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02770	529900A5E8HID9W8L033	DE	Bank für Kirche und Diakonie eG - KD-Bank	Postfach 1	Schwanenwall 27	44135	Dortmund	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02777	529900Y6T2Z7YM1O0K61	DE	Volksbank Elsen-Wewer-Borchen eG	Postfach 5	Von-Ketteler-Straße 61	33106	Paderborn	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02782	529900U7HFGPGXW9JB86	DE	Volksbank Erft eG	Postfach 1	Gladbacher Straße 78	50189	Elsdorf, Rheinl	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02793	529900DOO8VDUMU17A39	DE	Volksbank Ruhr Mitte eG	Postfach 2	Goldbergplatz 2-4	45894	Gelsenkirchen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02795	529900RGIL5NTCWV7R66	DE	Volksbank Gescher eG		Marktplatz 5	48712	Gescher	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02803	529900NK7TIIGQEJ6L07	DE	Volksbank in der Hohen Mark eG	Postfach 1	Hauptstraße 13	48734	Reken	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02806	529900UV7UT5TCAG0G06	DE	Märkische Bank eG	Postfach 3	Bahnhofstraße 21	58095	Hagen, Westf	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02809	529900WQC6ZXA1TEJU17	DE	Volksbank Halle/Westf. eG	Postfach 1	Lange Straße 45-49	33790	Halle, Westf.	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02817	529900WMY8Q2ZBWJVD33	DE	BAG Bankaktiengesellschaft		Gabelsbergerstraße 1a	59069	Hamm, Westf.	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02818	391200CC11KVFA4HGG45	DE	Volksbank Heiden eG	Postfach 1	Bahnhofstraße 4a	46359	Heiden, Kr. Borken, Westfalen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02836	5299005R7YI2DWX7I620	DE	Volksbank Hohenlimburg eG		Grünrockstraße 5	58119	Hagen, Westf.	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02842	5299004FBFPF6HEWPQ19	DE	Volksbank Krefeld eG	Postfach 1	Dionysiusplatz 23	47798	Krefeld	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02843	5299009WBL493K1UK415	DE	Volksbank Rhein-Erft-Köln eG	Postfach 8	Brabanter Platz	50354	Hürth, Rheinl.	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02845	52990081QE4QOV7MNK37	DE	Volksbank an der Niers eG	Postfach 1	Am Kapellhof 1	47608	Geldern	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02848	529900ET3S8PSL3XSS71	DE	Raiffeisenbank Kaarst eG	Postfach 1	Neusser Straße 5	41564	Kaarst	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02851	529900T9WPBNVHZ7X372	DE	Volksbank Heinsberg eG	Postfach 1	Siemensstraße 5	52525	Heinsberg, Rheinl.	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02854	529900YUH3RXW5PH6S18	DE	Volksbank Kempen-Grefrath eG	Postfach 1	Burgstraße 8	47906	Kempen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02856	529900PHZ5D6JB7VUQ39	DE	Volksbank Kierspe eG	Postfach 1	Friedrich-Ebert-Straße 257/259	58566	Kierspe	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02859	5299002GX774MB1XAS02	DE	Volksbank Kleverland eG	Postfach 1	Minoritenstraße 2	47533	Kleve, Niederrhein	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02863	529900W4ON33WN16NN90	DE	Volksbank Dünnwald-Holweide eG		Berliner Straße 933	51069	Köln	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02873	529900QD6F8OCKDH3Y95	DE	Volksbank im Münsterland eG	Postfach 8	Neubrückenstraße 66	48143	Münster, Westf	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02898	529900NWGU0YRC0WCM09	DE	Volksbank Marl-Recklinghausen eG.	Postfach 2	Victoriastraße 1-5	45772	Marl, Westf	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02911	529900OOXYMFGYXESU09	DE	Volksbank im Rheinland eG	Postfach 4	Senefelderstraße 25	41066	Mönchengladbach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02912	5299007Z9DGHSB1PQ447	DE	VR-Bank Bonn Rhein-Sieg eG		Europaplatz 10-12	53721	Siegburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02916	529900RSKB4L1LC0HT02	DE	DKM Darlehnskasse Münster eG	Postfach 2	Breul 26	48143	Münster, Westf.	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02919	5299001O5S0MLDYH7A21	DE	Volksbank Sauerland eG	Postfach 1	Oststraße 19-23	57392	Schmallenberg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02923	529900VYK0S605HOZH91	DE	Volksbank Delbrück-Rietberg eG	Postfach 1	Thülecke 12	33129	Delbrück	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02924	529900LJ5O50S0F8P012	DE	Volksbank in Südwestfalen eG	Postfach 1	Berliner Straße 39	57072	Siegen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02933	529900YATY4FOPMBA696	DE	Volksbank Nottuln eG	Postfach 1	Hanhoff 1	48301	Nottuln	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02934	529900OSV01JOCMF4Z23	DE	Volksbank Oberberg eG	Postfach 1	Bahnhofstraße 3	51674	Wiehl	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02938	529900W5ID3PF3JBG156	DE	Volksbank Ochtrup-Laer eG	Postfach 1	Bergstraße 6	48607	Ochtrup	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02947	529900RCE5M4S6CKKR96	DE	Volksbank Enniger-Ostenfelde-Westkirchen eG	Postfach 1	Mauritiusstraße 6	59320	Ennigerloh	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02957	529900SM4IGDJ98ZAH52	DE	Volksbank Emmerich-Rees eG	Postfach 1	Raiffeisenplatz 1	46446	Emmerich	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02960	3912004YOAALDKZZAO33	DE	Volksbank Raesfeld und Erle e.G.	Postfach 1	Klümperstraße 11	46348	Raesfeld	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02966	529900FW2HOCU1QBTN33	DE	Volksbank Rhede eG	Postfach 1	Gildekamp 3	46414	Rhede, Westf.	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02978	529900ZCSB2NXEMMW107	DE	Volksbank Schermbeck e.G.	Postfach 1	Mittelstraße 54	46514	Schermbeck	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02979	529900XMGWY3OLYSGD62	DE	Volksbank Schlangen e.G.	Postfach 1	Ortsmitte 4	33189	Schlangen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02986	529900WXO4WJD5QY7Q80	DE	Volksbank Selm-Bork eG	Postfach 1	Kreisstraße 38	59379	Selm	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE02987	529900CBH0KEPWTFCA07	DE	Volksbank Senden eG		Eintrachtstraße 5	48308	Senden, Westf	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03000	529900WUQLS77L218Z90	DE	Vereinigte Volksbank eG	Postfach 1	Nieheimer Straße 14	33034	Brakel	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03003	391200CSQI9HI6BVQO51	DE	Volksbank Störmede-Westenholz-Hörste eG		Zum Kolpinghaus 1	33129	Delbrück	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03018	529900J0QYGBLA717426	DE	Volksbank Versmold e.G.	Postfach 1	Münsterstraße 20	33775	Versmold	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03033	529900AOIGZIIUZHID69	DE	Volksbank Olpe-Wenden-Drolshagen eG	Postfach 2	Frankfurter Straße 22	57462	Olpe, Biggesee	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03052	529900VDNOTVGR3Y3182	DE	Volksbank Anröchte e. G.	Postfach 1	Obere Kirchstraße 3	59609	Anröchte	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03061	5299006L608JYM89QP49	DE	BANK IM BISTUM ESSEN eG	Postfach 1	Gildehofstraße 2	45127	Essen, Ruhr	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03071	529900VLSWF4DE0ON926	DE	VR Bank eG	Postfach 1	Lindenstraße 5	40789	Monheim am Rhein	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03078	5299007Y7UJE5QV9QD03	DE	Raiffeisenbank Eifel eG	Postfach 1	Hauptstraße 76	52152	Simmerath	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03080	529900CL75BMP071NB81	DE	Volksbank Sprockhövel eG.	Postfach 8	Mühlenstraße 2a	45549	Sprockhövel	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03088	529900C9OP6Y0DPYSK11	DE	VR Bank RheinAhrEifel eG		Rizzastraße 34	56068	Koblenz am Rhein	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03092	529900O03HO56749LZ13	DE	Volksbank Trier Eifel eG	Postfach 3	Herzogenbuscher Straße 16-18	54292	Trier	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03094	5299008TDNA6IM1ZZC60	DE	Budenheimer Volksbank eG	12 20	Luisenstraße 7	55257	Budenheim b Mainz	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03103	391200T1R7CGQBXDD087	DE	Volksbank Gebhardshain eG		Kirchplatz 4	57580	Gebhardshain	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03114	529900JSU6NM3BXV4A64	DE	Vereinigte Volksbank Raiffeisenbank eG	Postfach 1	Am Schloßplatz 2	55469	Simmern, Hunsrück	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03127	529900EXCN8TJWH3DA29	DE	Raiffeisenbank in Rheinhessen eG	Postfach 1	Hauptstraße 106-110	55120	Mainz a Rhein	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03148	529900MOXBJMGOMICQ55	DE	Volksbank Rheinböllen eG	Postfach 6	Bahnhofstraße 15	55494	Rheinböllen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03149	5299006OTLQDMY5MX075	DE	VR-Bank Südwestpfalz eG Pirmasens - Zweibrücken	Postfach 2	Alleestraße 2	66953	Pirmasens	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03168	529900DID7VL60K6JG47	DE	VR Bank Mittelhaardt eG		Schloßplatz 3 a	67098	Bad Dürkheim	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03174	391200B8C1ZD2GFPOA97	DE	Raiffeisenbank Neustadt eG	Postfach 1	Raiffeisenstraße 1	53577	Neustadt, Wied	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03189	529900P5SXLD86FO1N96	DE	levoBank eG	Postfach 1	Poststraße 1	66822	Lebach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03194	5299008VDH3PSYSKJ503	DE	Vereinigte Volksbank eG Saarlouis - Losheim am See - Sulzbach/Saar	Postfach 2	Kaiser-Friedrich-Ring 7-13	66740	Saarlouis	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03215	529900IONZ7XPGBINC13	DE	Raiffeisenbank eG	Postfach 1	Alte Wache 17	21481	Lauenburg, Elbe	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03217	529900FWY4LQJD1YZB60	DE	Volksbank Lübeck eG	Postfach 1	Klingenberg 1-5	23552	Lübeck	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03228	52990089LBIKLBM8YB23	DE	VR Bank Nord eG	12 80	Friedrich-Ebert-Straße 9	24937	Flensburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03239	391200OVYHN1EAYWJV45	DE	Raiffeisenbank eG		Hauptstraße 56	24819	Todenbüttel	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03241	5299004TE2DYMKEAM814	DE	DZ HYP AG	Postfach 1	Rosenstraße 2	20095	Hamburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03249	DZZ47B9A52ZJ6LT6VV95	DE	Deutsche Pfandbriefbank AG		Parkring 28	85748	Garching	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03250	529900GM944JT8YIRL63	DE	Münchener Hypothekenbank eG	Postfach 2	Karl-Scharnagl-Ring 10	80539	München	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03278	5299001LWOD98X7BJJ08	DE	Hamburgische Investitions- und Förderbank	Postfach 1	Besenbinderhof 31	20097	Hamburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03282	391200DYWUNQXJRBOK91	DE	Ritterschaftliches Kreditinstitut Stade Aktiengesellschaft	Postfach 3	Archivstraße 3-5	21682	Stade, Niederelbe	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03283	529900ATAS3PCZAMFW02	DE	Calenberger Kreditverein Calenberg-Göttingen- Grubenhagen- Hildesheim'scher ritterschaftlicher Kreditverein		An der Börse 2	30159	Hannover	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
